"path_count","point_count","id","label","s_name","s_id"
3,276,1492,tree,Tanz,1663902135182
8,526,1493,bicycle,Tanz,1663902135182
9,922,1494,guitar,Tanz,1663902135182
6,441,1495,pencil,Tanz,1663902135182
4,227,1496,clock,Tanz,1663902135182
39,2092,1497,car,JamesCalvin,1663902799563
18,970,1498,fish,JamesCalvin,1663902799563
23,755,1499,house,JamesCalvin,1663902799563
19,1338,1500,tree,JamesCalvin,1663902799563
18,1318,1501,bicycle,JamesCalvin,1663902799563
31,1592,1502,guitar,JamesCalvin,1663902799563
13,613,1503,pencil,JamesCalvin,1663902799563
20,809,1504,clock,JamesCalvin,1663902799563
8,380,1505,car,lunux,1663903353419
4,229,1506,fish,lunux,1663903353419
9,312,1507,house,lunux,1663903353419
3,174,1508,tree,lunux,1663903353419
9,299,1509,bicycle,lunux,1663903353419
7,467,1510,guitar,lunux,1663903353419
6,368,1511,pencil,lunux,1663903353419
5,188,1512,clock,lunux,1663903353419
7,734,1513,car,Juanse,1663903403679
8,501,1514,fish,Juanse,1663903403679
6,575,1515,house,Juanse,1663903403679
12,822,1516,tree,Juanse,1663903403679
6,974,1517,bicycle,Juanse,1663903403679
11,814,1518,guitar,Juanse,1663903403679
3,402,1519,pencil,Juanse,1663903403679
7,647,1520,clock,Juanse,1663903403679
13,1165,1521,car,Adela,1663904902026
5,487,1522,fish,Adela,1663904902026
21,1710,1523,house,Adela,1663904902026
50,1422,1524,tree,Adela,1663904902026
42,2637,1525,bicycle,Adela,1663904902026
13,1178,1526,guitar,Adela,1663904902026
8,588,1527,pencil,Adela,1663904902026
29,1414,1528,clock,Adela,1663904902026
14,597,1529,car,Me,1663907060130
4,254,1530,fish,Me,1663907060130
16,699,1531,house,Me,1663907060130
5,323,1532,tree,Me,1663907060130
9,430,1533,bicycle,Me,1663907060130
12,675,1534,guitar,Me,1663907060130
290,290,1535,pencil,Me,1663907060130
3,191,1536,clock,Me,1663907060130
23,536,1537,car,DevElbowgrease,1663907872218
11,191,1538,fish,DevElbowgrease,1663907872218
11,545,1539,house,DevElbowgrease,1663907872218
3,360,1540,tree,DevElbowgrease,1663907872218
35,403,1541,bicycle,DevElbowgrease,1663907872218
18,978,1542,guitar,DevElbowgrease,1663907872218
2,177,1543,pencil,DevElbowgrease,1663907872218
16,439,1544,clock,DevElbowgrease,1663907872218
4,424,1545,car,Ron,1663908009370
12,454,1546,fish,Ron,1663908009370
12,445,1547,house,Ron,1663908009370
11,441,1548,tree,Ron,1663908009370
9,326,1549,bicycle,Ron,1663908009370
14,666,1550,guitar,Ron,1663908009370
8,213,1551,pencil,Ron,1663908009370
2,129,1552,clock,Ron,1663908009370
23,1038,1553,car,taylor,1663910436710
19,686,1554,fish,taylor,1663910436710
16,793,1555,house,taylor,1663910436710
12,451,1556,tree,taylor,1663910436710
19,736,1557,bicycle,taylor,1663910436710
25,1458,1558,guitar,taylor,1663910436710
12,556,1559,pencil,taylor,1663910436710
8,922,1560,clock,taylor,1663910436710
1252,1252,1561,car,x,1663911041042
5,684,1562,fish,x,1663911041042
7,728,1563,house,x,1663911041042
2,391,1564,tree,x,1663911041042
6,450,1565,bicycle,x,1663911041042
3,706,1566,guitar,x,1663911041042
692,692,1567,pencil,x,1663911041042
7,328,1568,clock,x,1663911041042
6,637,1569,car,himanshu,1663911264945
8,492,1570,fish,himanshu,1663911264945
27,820,1571,house,himanshu,1663911264945
4,453,1572,tree,himanshu,1663911264945
8,513,1573,bicycle,himanshu,1663911264945
8,902,1574,guitar,himanshu,1663911264945
6,268,1575,pencil,himanshu,1663911264945
6,324,1576,clock,himanshu,1663911264945
6,667,1577,car,baburao,1663911439989
6,444,1578,fish,baburao,1663911439989
10,1002,1579,house,baburao,1663911439989
2,610,1580,tree,baburao,1663911439989
4,559,1581,bicycle,baburao,1663911439989
9,937,1582,guitar,baburao,1663911439989
9,424,1583,pencil,baburao,1663911439989
4,252,1584,clock,baburao,1663911439989
9,654,1585,car,Mrinmoy Mondal,1663912575737
7,294,1586,fish,Mrinmoy Mondal,1663912575737
6,712,1587,house,Mrinmoy Mondal,1663912575737
3,184,1588,tree,Mrinmoy Mondal,1663912575737
3,383,1589,bicycle,Mrinmoy Mondal,1663912575737
16,638,1590,guitar,Mrinmoy Mondal,1663912575737
8,218,1591,pencil,Mrinmoy Mondal,1663912575737
22,506,1592,clock,Mrinmoy Mondal,1663912575737
12,1953,1593,car,ansero,1663913049467
16,1453,1594,fish,ansero,1663913049467
11,1210,1595,house,ansero,1663913049467
14,1836,1596,tree,ansero,1663913049467
28,2999,1597,bicycle,ansero,1663913049467
27,2248,1598,guitar,ansero,1663913049467
5,1002,1599,pencil,ansero,1663913049467
30,1347,1600,clock,ansero,1663913049467
4,592,1601,car,Walkexperience,1663914110330
3,533,1602,fish,Walkexperience,1663914110330
7,688,1603,house,Walkexperience,1663914110330
6,279,1604,tree,Walkexperience,1663914110330
7,518,1605,bicycle,Walkexperience,1663914110330
9,702,1606,guitar,Walkexperience,1663914110330
2,242,1607,pencil,Walkexperience,1663914110330
2,180,1608,clock,Walkexperience,1663914110330
7,902,1609,car,rubin,1663914386004
17,1716,1610,fish,rubin,1663914386004
9,786,1611,house,rubin,1663914386004
4,523,1612,tree,rubin,1663914386004
10,1248,1613,bicycle,rubin,1663914386004
9,1699,1614,guitar,rubin,1663914386004
9,630,1615,pencil,rubin,1663914386004
17,671,1616,clock,rubin,1663914386004
10,608,1617,car,Rahul,1663914419835
14,805,1618,fish,Rahul,1663914419835
17,782,1619,house,Rahul,1663914419835
17,682,1620,tree,Rahul,1663914419835
12,388,1621,bicycle,Rahul,1663914419835
7,376,1622,guitar,Rahul,1663914419835
4,149,1623,pencil,Rahul,1663914419835
16,277,1624,clock,Rahul,1663914419835
3,203,1625,car,Abderahman.ht,1663914606815
2,131,1626,fish,Abderahman.ht,1663914606815
2,74,1627,house,Abderahman.ht,1663914606815
3,94,1628,tree,Abderahman.ht,1663914606815
7,151,1629,bicycle,Abderahman.ht,1663914606815
5,207,1630,guitar,Abderahman.ht,1663914606815
128,128,1631,pencil,Abderahman.ht,1663914606815
4,76,1632,clock,Abderahman.ht,1663914606815
8,501,1633,car,tung,1663915068376
6,552,1634,fish,tung,1663915068376
6,363,1635,house,tung,1663915068376
5,428,1636,tree,tung,1663915068376
11,447,1637,bicycle,tung,1663915068376
6,399,1638,guitar,tung,1663915068376
2,121,1639,pencil,tung,1663915068376
3,152,1640,clock,tung,1663915068376
23,1211,1641,car,Daniel J,1663916048045
12,454,1642,fish,Daniel J,1663916048045
33,1491,1643,house,Daniel J,1663916048045
216,2618,1644,tree,Daniel J,1663916048045
23,1223,1645,bicycle,Daniel J,1663916048045
15,985,1646,guitar,Daniel J,1663916048045
9,464,1647,pencil,Daniel J,1663916048045
9,524,1648,clock,Daniel J,1663916048045
16,825,1649,car,doum,1663916819605
18,678,1650,fish,doum,1663916819605
9,430,1651,house,doum,1663916819605
2,195,1652,tree,doum,1663916819605
24,580,1653,bicycle,doum,1663916819605
21,872,1654,guitar,doum,1663916819605
6,270,1655,pencil,doum,1663916819605
18,557,1656,clock,doum,1663916819605
11,268,1657,car,Sayani,1663916880551
5,273,1658,fish,Sayani,1663916880551
19,371,1659,house,Sayani,1663916880551
3,171,1660,tree,Sayani,1663916880551
20,283,1661,bicycle,Sayani,1663916880551
7,117,1662,guitar,Sayani,1663916880551
5,152,1663,pencil,Sayani,1663916880551
15,282,1664,clock,Sayani,1663916880551
26,3572,1665,car,Liu Yang,1663916960730
58,1524,1666,fish,Liu Yang,1663916960730
10,871,1667,house,Liu Yang,1663916960730
21,821,1668,tree,Liu Yang,1663916960730
28,1390,1669,bicycle,Liu Yang,1663916960730
8,1026,1670,guitar,Liu Yang,1663916960730
7,628,1671,pencil,Liu Yang,1663916960730
10,705,1672,clock,Liu Yang,1663916960730
19,3430,1673,car,dsf,1663917515018
4,495,1674,fish,dsf,1663917515018
18,2564,1675,house,dsf,1663917515018
20,4108,1676,tree,dsf,1663917515018
23,1730,1677,bicycle,dsf,1663917515018
7,1015,1678,guitar,dsf,1663917515018
5,1371,1679,pencil,dsf,1663917515018
15,618,1680,clock,dsf,1663917515018
6,1138,1681,car,Scott O'Nanski,1663918658353
7,855,1682,fish,Scott O'Nanski,1663918658353
7,996,1683,house,Scott O'Nanski,1663918658353
5,727,1684,tree,Scott O'Nanski,1663918658353
6,900,1685,bicycle,Scott O'Nanski,1663918658353
4,844,1686,guitar,Scott O'Nanski,1663918658353
4,505,1687,pencil,Scott O'Nanski,1663918658353
3,301,1688,clock,Scott O'Nanski,1663918658353
5,522,1689,car,Pepícek,1663920270321
3,300,1690,fish,Pepícek,1663920270321
7,243,1691,house,Pepícek,1663920270321
5,279,1692,tree,Pepícek,1663920270321
10,526,1693,bicycle,Pepícek,1663920270321
7,629,1694,guitar,Pepícek,1663920270321
2,139,1695,pencil,Pepícek,1663920270321
2,175,1696,clock,Pepícek,1663920270321
3,493,1697,car,g,1663920964274
6,292,1698,fish,g,1663920964274
11,712,1699,house,g,1663920964274
2,306,1700,tree,g,1663920964274
12,563,1701,bicycle,g,1663920964274
9,401,1702,guitar,g,1663920964274
2,147,1703,pencil,g,1663920964274
4,180,1704,clock,g,1663920964274
18,972,1705,car,Gagan Rastogi,1663921916489
14,869,1706,fish,Gagan Rastogi,1663921916489
13,857,1707,house,Gagan Rastogi,1663921916489
8,700,1708,tree,Gagan Rastogi,1663921916489
31,1477,1709,bicycle,Gagan Rastogi,1663921916489
10,873,1710,guitar,Gagan Rastogi,1663921916489
6,540,1711,pencil,Gagan Rastogi,1663921916489
11,756,1712,clock,Gagan Rastogi,1663921916489
4,695,1713,car,david,1663922745142
5,289,1714,fish,david,1663922745142
14,828,1715,house,david,1663922745142
3,245,1716,tree,david,1663922745142
12,439,1717,bicycle,david,1663922745142
7,767,1718,guitar,david,1663922745142
3,246,1719,pencil,david,1663922745142
6,199,1720,clock,david,1663922745142
15,720,1721,car,Rajat Kumar,1663923739319
8,383,1722,fish,Rajat Kumar,1663923739319
13,356,1723,house,Rajat Kumar,1663923739319
15,352,1724,tree,Rajat Kumar,1663923739319
38,602,1725,bicycle,Rajat Kumar,1663923739319
30,831,1726,guitar,Rajat Kumar,1663923739319
30,513,1727,pencil,Rajat Kumar,1663923739319
16,386,1728,clock,Rajat Kumar,1663923739319
11,1612,1729,car,mohammed_rasheed ,1663926995417
17,1047,1730,fish,mohammed_rasheed ,1663926995417
9,771,1731,house,mohammed_rasheed ,1663926995417
11,512,1732,tree,mohammed_rasheed ,1663926995417
35,1338,1733,bicycle,mohammed_rasheed ,1663926995417
21,1341,1734,guitar,mohammed_rasheed ,1663926995417
8,223,1735,pencil,mohammed_rasheed ,1663926995417
24,1419,1736,clock,mohammed_rasheed ,1663926995417
22,1394,1737,car,drtyrtuyr6,1663927006938
4,198,1738,fish,drtyrtuyr6,1663927006938
3,193,1739,house,drtyrtuyr6,1663927006938
3,131,1740,tree,drtyrtuyr6,1663927006938
9,398,1741,bicycle,drtyrtuyr6,1663927006938
15,358,1742,guitar,drtyrtuyr6,1663927006938
4,142,1743,pencil,drtyrtuyr6,1663927006938
14,633,1744,clock,drtyrtuyr6,1663927006938
14,1721,1745,car,Raghavan,1663927272584
13,1463,1746,fish,Raghavan,1663927272584
16,792,1747,house,Raghavan,1663927272584
16,807,1748,tree,Raghavan,1663927272584
24,1856,1749,bicycle,Raghavan,1663927272584
27,2075,1750,guitar,Raghavan,1663927272584
7,593,1751,pencil,Raghavan,1663927272584
5,432,1752,clock,Raghavan,1663927272584
4,413,1753,car,chaki,1663927559200
6,266,1754,fish,chaki,1663927559200
4,244,1755,house,chaki,1663927559200
5,428,1756,tree,chaki,1663927559200
32,567,1757,bicycle,chaki,1663927559200
7,434,1758,guitar,chaki,1663927559200
6,313,1759,pencil,chaki,1663927559200
14,545,1760,clock,chaki,1663927559200
3,527,1761,car,Shubham panchal,1663927871773
14,244,1762,fish,Shubham panchal,1663927871773
9,416,1763,house,Shubham panchal,1663927871773
336,336,1764,tree,Shubham panchal,1663927871773
9,393,1765,bicycle,Shubham panchal,1663927871773
6,264,1766,guitar,Shubham panchal,1663927871773
5,218,1767,pencil,Shubham panchal,1663927871773
4,118,1768,clock,Shubham panchal,1663927871773
12,1018,1769,car,Malioukis,1663928399794
4,479,1770,fish,Malioukis,1663928399794
4,486,1771,house,Malioukis,1663928399794
11,403,1772,tree,Malioukis,1663928399794
5,539,1773,bicycle,Malioukis,1663928399794
10,1109,1774,guitar,Malioukis,1663928399794
4,330,1775,pencil,Malioukis,1663928399794
4,484,1776,clock,Malioukis,1663928399794
12,710,1777,car,Tomato,1663928454985
10,743,1778,fish,Tomato,1663928454985
18,877,1779,house,Tomato,1663928454985
6,912,1780,tree,Tomato,1663928454985
22,894,1781,bicycle,Tomato,1663928454985
24,751,1782,guitar,Tomato,1663928454985
10,326,1783,pencil,Tomato,1663928454985
31,1372,1784,clock,Tomato,1663928454985
8,707,1785,car,David Murphy,1663928780421
3,394,1786,fish,David Murphy,1663928780421
21,905,1787,house,David Murphy,1663928780421
3,358,1788,tree,David Murphy,1663928780421
8,494,1789,bicycle,David Murphy,1663928780421
13,1002,1790,guitar,David Murphy,1663928780421
2,335,1791,pencil,David Murphy,1663928780421
8,655,1792,clock,David Murphy,1663928780421
10,944,1793,car,TMMplay,1663929970389
24,1191,1794,fish,TMMplay,1663929970389
9,1176,1795,house,TMMplay,1663929970389
6,2261,1796,tree,TMMplay,1663929970389
27,1822,1797,bicycle,TMMplay,1663929970389
23,2273,1798,guitar,TMMplay,1663929970389
9,1279,1799,pencil,TMMplay,1663929970389
21,1241,1800,clock,TMMplay,1663929970389
464,464,1801,car,vijay,1663930813754
3,400,1802,fish,vijay,1663930813754
6,548,1803,house,vijay,1663930813754
760,760,1804,tree,vijay,1663930813754
7,413,1805,bicycle,vijay,1663930813754
11,601,1806,guitar,vijay,1663930813754
4,215,1807,pencil,vijay,1663930813754
12,384,1808,clock,vijay,1663930813754
19,753,1809,car,Anthony B,1663932550364
10,461,1810,fish,Anthony B,1663932550364
6,300,1811,house,Anthony B,1663932550364
464,464,1812,tree,Anthony B,1663932550364
6,235,1813,bicycle,Anthony B,1663932550364
7,422,1814,guitar,Anthony B,1663932550364
4,217,1815,pencil,Anthony B,1663932550364
19,484,1816,clock,Anthony B,1663932550364
11,825,1817,car,Loronde,1663932630401
4,328,1818,fish,Loronde,1663932630401
9,598,1819,house,Loronde,1663932630401
4,295,1820,tree,Loronde,1663932630401
12,546,1821,bicycle,Loronde,1663932630401
18,1311,1822,guitar,Loronde,1663932630401
5,235,1823,pencil,Loronde,1663932630401
12,443,1824,clock,Loronde,1663932630401
5,766,1825,car,Alin B,1663933116572
3,321,1826,fish,Alin B,1663933116572
25,575,1827,house,Alin B,1663933116572
3,308,1828,tree,Alin B,1663933116572
12,252,1829,bicycle,Alin B,1663933116572
10,637,1830,guitar,Alin B,1663933116572
8,266,1831,pencil,Alin B,1663933116572
10,431,1832,clock,Alin B,1663933116572
4,804,1833,car,Julen,1663933676457
7,709,1834,fish,Julen,1663933676457
9,758,1835,house,Julen,1663933676457
97,2081,1836,tree,Julen,1663933676457
9,728,1837,bicycle,Julen,1663933676457
7,1190,1838,guitar,Julen,1663933676457
9,618,1839,pencil,Julen,1663933676457
14,985,1840,clock,Julen,1663933676457
3,549,1841,car,oldbea,1663934131579
5,520,1842,fish,oldbea,1663934131579
11,610,1843,house,oldbea,1663934131579
3,421,1844,tree,oldbea,1663934131579
16,805,1845,bicycle,oldbea,1663934131579
16,1070,1846,guitar,oldbea,1663934131579
4,263,1847,pencil,oldbea,1663934131579
34,579,1848,clock,oldbea,1663934131579
21,1236,1849,car,thlias,1663934427659
6,303,1850,fish,thlias,1663934427659
14,790,1851,house,thlias,1663934427659
6,572,1852,tree,thlias,1663934427659
29,1503,1853,bicycle,thlias,1663934427659
12,877,1854,guitar,thlias,1663934427659
10,542,1855,pencil,thlias,1663934427659
19,612,1856,clock,thlias,1663934427659
9,613,1857,car,naked,1663935015509
3,297,1858,fish,naked,1663935015509
3,349,1859,house,naked,1663935015509
28,425,1860,tree,naked,1663935015509
18,708,1861,bicycle,naked,1663935015509
5,835,1862,guitar,naked,1663935015509
2,237,1863,pencil,naked,1663935015509
20,445,1864,clock,naked,1663935015509
25,1899,1865,car,Hasan,1663936883452
23,1735,1866,fish,Hasan,1663936883452
32,2860,1867,house,Hasan,1663936883452
10,594,1868,tree,Hasan,1663936883452
46,4796,1869,bicycle,Hasan,1663936883452
20,1946,1870,guitar,Hasan,1663936883452
10,1268,1871,pencil,Hasan,1663936883452
13,1407,1872,clock,Hasan,1663936883452
11,1515,1873,car,Sayeed,1663937040690
13,1057,1874,fish,Sayeed,1663937040690
12,555,1875,house,Sayeed,1663937040690
5,486,1876,tree,Sayeed,1663937040690
19,1316,1877,bicycle,Sayeed,1663937040690
8,1225,1878,guitar,Sayeed,1663937040690
970,970,1879,pencil,Sayeed,1663937040690
8,601,1880,clock,Sayeed,1663937040690
20,769,1881,car,Yaroslav,1663938406467
50,1118,1882,fish,Yaroslav,1663938406467
8,381,1883,house,Yaroslav,1663938406467
3,319,1884,tree,Yaroslav,1663938406467
31,1213,1885,bicycle,Yaroslav,1663938406467
30,1752,1886,guitar,Yaroslav,1663938406467
6,372,1887,pencil,Yaroslav,1663938406467
11,277,1888,clock,Yaroslav,1663938406467
8,1091,1889,car,Ved,1663938678628
4,394,1890,fish,Ved,1663938678628
13,448,1891,house,Ved,1663938678628
2,307,1892,tree,Ved,1663938678628
6,305,1893,bicycle,Ved,1663938678628
6,552,1894,guitar,Ved,1663938678628
3,212,1895,pencil,Ved,1663938678628
10,206,1896,clock,Ved,1663938678628
4,974,1897,car,Xounds Master1,1663939293769
4,850,1898,fish,Xounds Master1,1663939293769
7,866,1899,house,Xounds Master1,1663939293769
9,435,1900,tree,Xounds Master1,1663939293769
12,386,1901,bicycle,Xounds Master1,1663939293769
10,599,1902,guitar,Xounds Master1,1663939293769
9,985,1903,pencil,Xounds Master1,1663939293769
20,660,1904,clock,Xounds Master1,1663939293769
38,519,1905,car,bvbsis,1663939757009
22,205,1906,fish,bvbsis,1663939757009
25,457,1907,house,bvbsis,1663939757009
16,296,1908,tree,bvbsis,1663939757009
9,242,1909,bicycle,bvbsis,1663939757009
22,518,1910,guitar,bvbsis,1663939757009
8,125,1911,pencil,bvbsis,1663939757009
38,392,1912,clock,bvbsis,1663939757009
57,3954,1913,car,Em,1663940366069
16,1076,1914,fish,Em,1663940366069
67,2825,1915,house,Em,1663940366069
33,1385,1916,tree,Em,1663940366069
35,1388,1917,bicycle,Em,1663940366069
17,944,1918,guitar,Em,1663940366069
36,1527,1919,pencil,Em,1663940366069
19,1104,1920,clock,Em,1663940366069
7,267,1921,car,Kishor Paudel,1663941302031
12,180,1922,fish,Kishor Paudel,1663941302031
15,189,1923,house,Kishor Paudel,1663941302031
3,144,1924,tree,Kishor Paudel,1663941302031
22,282,1925,bicycle,Kishor Paudel,1663941302031
18,417,1926,guitar,Kishor Paudel,1663941302031
8,113,1927,pencil,Kishor Paudel,1663941302031
14,137,1928,clock,Kishor Paudel,1663941302031
10,881,1929,car,Domique 623,1663944210711
3,221,1930,fish,Domique 623,1663944210711
9,508,1931,house,Domique 623,1663944210711
9,508,1932,tree,Domique 623,1663944210711
8,387,1933,bicycle,Domique 623,1663944210711
15,755,1934,guitar,Domique 623,1663944210711
5,239,1935,pencil,Domique 623,1663944210711
6,207,1936,clock,Domique 623,1663944210711
2,197,1937,car,Ikkismith,1663946416612
4,343,1938,fish,Ikkismith,1663946416612
27,693,1939,house,Ikkismith,1663946416612
20,562,1940,tree,Ikkismith,1663946416612
35,927,1941,bicycle,Ikkismith,1663946416612
18,916,1942,guitar,Ikkismith,1663946416612
15,412,1943,pencil,Ikkismith,1663946416612
8,411,1944,clock,Ikkismith,1663946416612
12,772,1945,car,kubis,1663947853206
16,652,1946,fish,kubis,1663947853206
28,913,1947,house,kubis,1663947853206
13,511,1948,tree,kubis,1663947853206
18,806,1949,bicycle,kubis,1663947853206
13,859,1950,guitar,kubis,1663947853206
7,470,1951,pencil,kubis,1663947853206
12,557,1952,clock,kubis,1663947853206
7,325,1953,car,olcay,1663948677208
7,367,1954,fish,olcay,1663948677208
12,362,1955,house,olcay,1663948677208
3,189,1956,tree,olcay,1663948677208
12,468,1957,bicycle,olcay,1663948677208
7,395,1958,guitar,olcay,1663948677208
3,154,1959,pencil,olcay,1663948677208
11,149,1960,clock,olcay,1663948677208
3,245,1961,car,farid,1663949940679
2,148,1962,fish,farid,1663949940679
248,248,1963,house,farid,1663949940679
226,226,1964,tree,farid,1663949940679
4,109,1965,bicycle,farid,1663949940679
128,128,1966,guitar,farid,1663949940679
236,236,1967,pencil,farid,1663949940679
7,128,1968,clock,farid,1663949940679
342,342,1969,car,meshack,1663950160682
8,555,1970,fish,meshack,1663950160682
2,302,1971,house,meshack,1663950160682
3,573,1972,tree,meshack,1663950160682
16,2047,1973,bicycle,meshack,1663950160682
3,973,1974,guitar,meshack,1663950160682
764,764,1975,pencil,meshack,1663950160682
2,297,1976,clock,meshack,1663950160682
22,1157,1977,car,MK,1663951776144
13,264,1978,fish,MK,1663951776144
12,425,1979,house,MK,1663951776144
3,106,1980,tree,MK,1663951776144
27,914,1981,bicycle,MK,1663951776144
13,697,1982,guitar,MK,1663951776144
7,230,1983,pencil,MK,1663951776144
16,221,1984,clock,MK,1663951776144
14,996,1985,car,Jagadeesh kumar,1663953392594
10,472,1986,fish,Jagadeesh kumar,1663953392594
15,544,1987,house,Jagadeesh kumar,1663953392594
4,179,1988,tree,Jagadeesh kumar,1663953392594
31,613,1989,bicycle,Jagadeesh kumar,1663953392594
11,538,1990,guitar,Jagadeesh kumar,1663953392594
14,474,1991,pencil,Jagadeesh kumar,1663953392594
7,235,1992,clock,Jagadeesh kumar,1663953392594
5,395,1993,car,ahmed,1663955839692
3,252,1994,fish,ahmed,1663955839692
6,128,1995,house,ahmed,1663955839692
3,143,1996,tree,ahmed,1663955839692
16,256,1997,bicycle,ahmed,1663955839692
11,189,1998,guitar,ahmed,1663955839692
6,147,1999,pencil,ahmed,1663955839692
22,367,2000,clock,ahmed,1663955839692
17,1767,2001,car,airbass,1663959669044
20,779,2002,fish,airbass,1663959669044
16,1629,2003,house,airbass,1663959669044
9,1196,2004,tree,airbass,1663959669044
26,1470,2005,bicycle,airbass,1663959669044
25,1645,2006,guitar,airbass,1663959669044
8,728,2007,pencil,airbass,1663959669044
26,1448,2008,clock,airbass,1663959669044
6,790,2009,car,Ruzgar,1663959723890
5,367,2010,fish,Ruzgar,1663959723890
7,726,2011,house,Ruzgar,1663959723890
3,550,2012,tree,Ruzgar,1663959723890
5,365,2013,bicycle,Ruzgar,1663959723890
6,599,2014,guitar,Ruzgar,1663959723890
2,230,2015,pencil,Ruzgar,1663959723890
4,233,2016,clock,Ruzgar,1663959723890
5,306,2017,car,Erick,1663959787784
242,242,2018,fish,Erick,1663959787784
4,276,2019,house,Erick,1663959787784
3,284,2020,tree,Erick,1663959787784
7,246,2021,bicycle,Erick,1663959787784
116,116,2022,guitar,Erick,1663959787784
4,324,2023,pencil,Erick,1663959787784
6,335,2024,clock,Erick,1663959787784
18,803,2025,car,Ketan,1663961253145
7,186,2026,fish,Ketan,1663961253145
10,351,2027,house,Ketan,1663961253145
3,159,2028,tree,Ketan,1663961253145
18,515,2029,bicycle,Ketan,1663961253145
6,311,2030,guitar,Ketan,1663961253145
2,50,2031,pencil,Ketan,1663961253145
7,205,2032,clock,Ketan,1663961253145
3,592,2033,car,Radu,1663963863766
5,289,2034,fish,Radu,1663963863766
8,536,2035,house,Radu,1663963863766
5,300,2036,tree,Radu,1663963863766
8,399,2037,bicycle,Radu,1663963863766
10,736,2038,guitar,Radu,1663963863766
6,263,2039,pencil,Radu,1663963863766
174,174,2040,clock,Radu,1663963863766
4,475,2041,car,rh,1663965910630
2,332,2042,fish,rh,1663965910630
6,298,2043,house,rh,1663965910630
5,236,2044,tree,rh,1663965910630
27,769,2045,bicycle,rh,1663965910630
8,485,2046,guitar,rh,1663965910630
9,263,2047,pencil,rh,1663965910630
17,390,2048,clock,rh,1663965910630
7,539,2049,car,NtotheG,1663966133916
3,206,2050,fish,NtotheG,1663966133916
25,345,2051,house,NtotheG,1663966133916
5,59,2052,tree,NtotheG,1663966133916
31,376,2053,bicycle,NtotheG,1663966133916
13,204,2054,guitar,NtotheG,1663966133916
9,103,2055,pencil,NtotheG,1663966133916
11,163,2056,clock,NtotheG,1663966133916
5,1464,2057,car,NathanBenelli,1663967177767
3,450,2058,fish,NathanBenelli,1663967177767
5,876,2059,house,NathanBenelli,1663967177767
3,589,2060,tree,NathanBenelli,1663967177767
9,615,2061,bicycle,NathanBenelli,1663967177767
8,1236,2062,guitar,NathanBenelli,1663967177767
3,304,2063,pencil,NathanBenelli,1663967177767
2,261,2064,clock,NathanBenelli,1663967177767
8,1345,2065,car,alireza hekmati 2 <U+0001F4A5>,1663968488419
11,776,2066,fish,alireza hekmati 2 <U+0001F4A5>,1663968488419
10,641,2067,house,alireza hekmati 2 <U+0001F4A5>,1663968488419
20,1234,2068,tree,alireza hekmati 2 <U+0001F4A5>,1663968488419
10,410,2069,bicycle,alireza hekmati 2 <U+0001F4A5>,1663968488419
12,1044,2070,guitar,alireza hekmati 2 <U+0001F4A5>,1663968488419
6,406,2071,pencil,alireza hekmati 2 <U+0001F4A5>,1663968488419
8,617,2072,clock,alireza hekmati 2 <U+0001F4A5>,1663968488419
6,435,2073,car,Akshay ,1663971195546
17,422,2074,fish,Akshay ,1663971195546
14,367,2075,house,Akshay ,1663971195546
11,315,2076,tree,Akshay ,1663971195546
17,436,2077,bicycle,Akshay ,1663971195546
7,366,2078,guitar,Akshay ,1663971195546
7,204,2079,pencil,Akshay ,1663971195546
10,156,2080,clock,Akshay ,1663971195546
24,1387,2081,car,Armando,1663971277771
13,810,2082,fish,Armando,1663971277771
13,984,2083,house,Armando,1663971277771
11,1075,2084,tree,Armando,1663971277771
20,909,2085,bicycle,Armando,1663971277771
17,1202,2086,guitar,Armando,1663971277771
10,401,2087,pencil,Armando,1663971277771
20,375,2088,clock,Armando,1663971277771
7,566,2089,car,Trubu,1663974914822
9,272,2090,fish,Trubu,1663974914822
8,483,2091,house,Trubu,1663974914822
21,453,2092,tree,Trubu,1663974914822
19,609,2093,bicycle,Trubu,1663974914822
20,564,2094,guitar,Trubu,1663974914822
4,323,2095,pencil,Trubu,1663974914822
12,486,2096,clock,Trubu,1663974914822
23,1761,2097,car,basic coder,1663986437795
98,3953,2098,fish,basic coder,1663986437795
32,1674,2099,house,basic coder,1663986437795
29,3218,2100,tree,basic coder,1663986437795
29,1500,2101,bicycle,basic coder,1663986437795
17,1404,2102,guitar,basic coder,1663986437795
9,553,2103,pencil,basic coder,1663986437795
15,845,2104,clock,basic coder,1663986437795
9,646,2105,car,Jay,1663990872471
3,309,2106,fish,Jay,1663990872471
4,208,2107,house,Jay,1663990872471
3,194,2108,tree,Jay,1663990872471
8,465,2109,bicycle,Jay,1663990872471
7,569,2110,guitar,Jay,1663990872471
3,307,2111,pencil,Jay,1663990872471
10,380,2112,clock,Jay,1663990872471
12,1062,2113,car,Bilguun,1663998669646
11,1351,2114,fish,Bilguun,1663998669646
8,276,2115,house,Bilguun,1663998669646
368,368,2116,tree,Bilguun,1663998669646
8,214,2117,bicycle,Bilguun,1663998669646
3,373,2118,guitar,Bilguun,1663998669646
2,175,2119,pencil,Bilguun,1663998669646
3,113,2120,clock,Bilguun,1663998669646
9,639,2121,car,Mukul,1664000294175
5,294,2122,fish,Mukul,1664000294175
